"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"121";"0";"0";"31";"3878440";"-77";"518";"2";"1";"1";"6";"6";"8";"7";"3";"1";"3";"3";"3";"3";"3";"5";"5";"5";"5";"5";"5";"2";"2";"2";"2";"2";"7";"7";"7";"7";"1";"1";"7";"7";"2";"25";"1";"14000";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"ddf58ce8260e50c4dd5ba027713b034a";"1";"0";"1571835395";"2019-10-23 12:56:35";"2019-10-23 13:05:13";"0000-00-00 00:00:00"
"131";"0";"0";"31";"3878440";"-77";"3295";"3";"1";"2";"5";"6";"8";"6";"2";"1";"7";"6";"6";"6";"5";"4";"4";"5";"6";"4";"3";"5";"5";"4";"4";"3";"4";"5";"4";"6";"2";"5";"6";"5";"1";"24";"2";"10000";"5";"7";"-99";"1";"7";"2";"7";"7";"1";"5";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"15c4e90defd3a229ac6b0d8ea4cfbc49";"1";"0";"1571837133";"2019-10-23 13:25:33";"2019-10-23 14:20:28";"0000-00-00 00:00:00"
"141";"0";"0";"31";"3878440";"-77";"546";"3";"1";"3";"6";"4";"10";"3";"6";"3";"7";"4";"4";"5";"4";"5";"5";"4";"5";"3";"4";"5";"3";"4";"7";"6";"5";"4";"5";"5";"4";"6";"2";"6";"1";"25";"1";"15000";"5";"7";"-99";"3";"7";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"143da5646f29e87199cf79f1f5e6b1f2";"1";"0";"1571839487";"2019-10-23 14:04:47";"2019-10-23 14:13:53";"0000-00-00 00:00:00"
"143";"0";"0";"31";"3878440";"-77";"564";"4";"1";"3";"4";"4";"10";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"3";"2";"3";"4";"3";"1";"1";"1";"6";"7";"5";"7";"1";"6";"2";"7";"1";"22";"1";"10000";"4";"2";"-99";"2";"4";"2";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"752960c80e9261e6cd98e38a80f25a93";"1";"0";"1571839922";"2019-10-23 14:12:02";"2019-10-23 14:21:26";"0000-00-00 00:00:00"
"148";"0";"0";"31";"3878440";"-77";"1116";"6";"1";"1";"6";"4";"9";"2";"6";"3";"7";"7";"7";"7";"7";"6";"6";"3";"5";"1";"1";"5";"5";"4";"4";"4";"4";"5";"2";"3";"1";"7";"4";"7";"2";"18";"1";"10000";"4";"1";"-99";"0";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878439,3878439,3878440";"1";"0";"0";"-77";"-77";"e2842a06c0a4393cf0ff1a69646f6e75";"1";"0";"1571841964";"2019-10-23 14:46:04";"2019-10-23 15:04:40";"0000-00-00 00:00:00"
"152";"0";"0";"31";"3878440";"-77";"498";"1";"1";"2";"4";"6";"5";"2";"3";"3";"6";"5";"4";"5";"4";"5";"5";"4";"4";"4";"5";"5";"7";"6";"6";"6";"6";"6";"6";"6";"4";"4";"5";"2";"2";"26";"2";"1000";"5";"7";"-99";"1";"5";"2";"6";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878430,3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"f1b396f0467f207bd8d3ac80238968d0";"1";"0";"1571846388";"2019-10-23 15:59:48";"2019-10-23 16:08:06";"0000-00-00 00:00:00"
"153";"0";"0";"31";"3878440";"-77";"785";"2";"1";"2";"2";"3";"9";"6";"5";"2";"6";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"3";"3";"3";"3";"6";"6";"6";"6";"1";"6";"7";"6";"2";"27";"2";"2000";"4";"7";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36";"https://deref-web-02.de/mail/client/8CEyKpxvNok/dereferrer/?redirectUrl=https%3A%2F%2Fww2.unipark.de%2Fuc%2Fcarfac1%2F";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"f566cd5496b2b00fca71449a42998e28";"1";"0";"1571846497";"2019-10-23 16:01:37";"2019-10-23 16:14:42";"0000-00-00 00:00:00"
"154";"0";"0";"31";"3878440";"-77";"699";"5";"1";"4";"3";"4";"3";"7";"3";"1";"3";"2";"4";"3";"3";"6";"4";"4";"4";"7";"6";"7";"7";"7";"7";"7";"7";"7";"7";"7";"1";"7";"5";"7";"2";"62";"1";"1500";"3";"2";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 6.0.1; D6503) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"d7912777b992a434f74fe9dc7dd6c481";"1";"0";"1571847134";"2019-10-23 16:12:14";"2019-10-23 16:23:53";"0000-00-00 00:00:00"
"156";"0";"0";"31";"3878440";"-77";"595";"1";"1";"5";"6";"5";"5";"1";"7";"1";"5";"5";"5";"5";"5";"3";"5";"4";"4";"4";"4";"6";"6";"6";"6";"6";"4";"4";"4";"4";"1";"5";"7";"3";"2";"25";"2";"5000";"5";"1";"-99";"1";"6";"3";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"c209701d08f3037db2cd705684984add";"1";"0";"1571850526";"2019-10-23 17:08:46";"2019-10-23 17:18:41";"0000-00-00 00:00:00"
"163";"0";"0";"31";"3878440";"-77";"1767";"2";"1";"2";"1";"2";"8";"6";"4";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"6";"4";"6";"2";"52";"1";"20000";"4";"6";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"64100faa94e12c23eef51dffb61f246a";"1";"0";"1571858905";"2019-10-23 19:28:25";"2019-10-23 19:57:52";"0000-00-00 00:00:00"
"166";"0";"0";"31";"3878440";"-77";"406";"6";"1";"4";"4";"5";"9";"2";"4";"6";"4";"3";"5";"5";"5";"3";"3";"4";"4";"3";"2";"5";"6";"6";"6";"6";"4";"3";"2";"3";"2";"5";"4";"3";"2";"25";"1";"25000";"5";"7";"-99";"1";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"be51795b430b4fbb34562f77280c4796";"1";"0";"1571877561";"2019-10-24 00:39:21";"2019-10-24 00:46:07";"0000-00-00 00:00:00"
"170";"0";"0";"31";"3878440";"-77";"762";"1";"1";"1";"1";"7";"2";"1";"6";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"1";"7";"7";"1";"2";"52";"1";"20000";"4";"2";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"807fc1ee3b83d1d44a56f02ad8ca2f39";"1";"0";"1571901189";"2019-10-24 07:13:09";"2019-10-24 07:25:51";"0000-00-00 00:00:00"
"179";"0";"0";"31";"3878440";"-77";"1102";"6";"1";"4";"4";"2";"3";"1";"1";"1";"5";"3";"3";"3";"3";"5";"5";"3";"3";"1";"1";"5";"5";"5";"5";"5";"2";"2";"2";"2";"4";"4";"4";"1";"2";"74";"1";"8000";"4";"4";"-99";"1";"7";"1";"7";"7";"1";"1";"-99";"-99";"Mozilla/5.0 (Linux; U; Android 4.1.2; de-de; LG-P710 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878437,3878438,3878439,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"c22f8b7f0432e13959922650da609319";"1";"0";"1571912100";"2019-10-24 10:15:00";"2019-10-24 10:33:22";"0000-00-00 00:00:00"
"180";"0";"0";"31";"3878440";"-77";"885";"6";"1";"5";"4";"4";"10";"6";"3";"2";"3";"3";"3";"4";"5";"5";"5";"5";"5";"5";"5";"3";"3";"3";"3";"3";"4";"4";"4";"4";"1";"7";"6";"7";"1";"24";"2";"5000";"5";"8";"Student ";"1";"6";"4";"6";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"b30e62f4270af1e6bf3184a50f7eab98";"1";"0";"1571915860";"2019-10-24 11:17:40";"2019-10-24 11:32:25";"0000-00-00 00:00:00"
"182";"0";"0";"31";"3878440";"-77";"1614";"5";"1";"4";"5";"5";"11";"7";"1";"1";"6";"7";"6";"6";"7";"6";"7";"7";"7";"6";"6";"7";"7";"7";"7";"7";"7";"6";"4";"7";"3";"4";"1";"5";"2";"65";"1";"30000";"3";"1";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878430,3878430,3878432,3878435,3878436,3878437,3878437,3878437,3878437,3878437,3878437,3878437,3878438,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878439,3878440";"1";"1";"0";"-77";"-77";"dac7f1e58811ba80a5a4c80c7560664e";"1";"0";"1571919584";"2019-10-24 12:19:44";"2019-10-24 12:46:38";"0000-00-00 00:00:00"
"184";"0";"0";"31";"3878440";"-77";"652";"3";"1";"1";"3";"1";"11";"3";"2";"4";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"3";"1";"1";"1";"1";"1";"7";"7";"7";"1";"62";"1";"60000";"5";"6";"-99";"5";"7";"1";"6";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; EVA-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"98a733b290362271f5b602178eeea42a";"1";"0";"1571937056";"2019-10-24 17:10:56";"2019-10-24 17:21:48";"0000-00-00 00:00:00"
"188";"0";"0";"31";"3878440";"-77";"580";"1";"1";"2";"1";"3";"6";"1";"7";"1";"7";"6";"5";"6";"6";"6";"7";"7";"7";"4";"4";"7";"7";"7";"7";"7";"2";"2";"2";"2";"1";"7";"7";"6";"2";"61";"1";"6000";"5";"5";"-99";"0";"7";"7";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"74eef863f37c8cb0f7629b285b6b6b12";"1";"0";"1571988912";"2019-10-25 07:35:12";"2019-10-25 07:44:52";"0000-00-00 00:00:00"
"193";"0";"0";"31";"3878440";"-77";"474";"5";"1";"2";"3";"4";"11";"7";"2";"1";"7";"6";"6";"7";"7";"6";"6";"7";"7";"7";"7";"6";"6";"6";"6";"6";"7";"7";"7";"7";"1";"7";"1";"7";"2";"25";"2";"100";"5";"7";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"614f265673271ce5d9d0e47be1996fb2";"1";"0";"1572003161";"2019-10-25 11:32:41";"2019-10-25 11:40:35";"0000-00-00 00:00:00"
"198";"0";"0";"31";"3878440";"-77";"503";"4";"1";"1";"7";"7";"11";"2";"6";"2";"7";"7";"7";"7";"7";"7";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"2";"2";"5";"4";"4";"2";"4";"1";"25";"1";"20000";"5";"7";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.1.1; ONEPLUS A5000 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/238.0.0.14.120;]";"http://m.facebook.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"411ac6571fb7fc8e6d43a75a088d07f6";"1";"0";"1572010031";"2019-10-25 13:27:11";"2019-10-25 13:35:34";"0000-00-00 00:00:00"
"199";"0";"0";"31";"3878440";"-77";"277";"2";"1";"4";"4";"4";"9";"5";"4";"1";"6";"4";"5";"5";"5";"4";"5";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"4";"7";"4";"1";"25";"2";"5000";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"7bbe6983853ffbc6d6ab1a4b341122f7";"1";"0";"1572013603";"2019-10-25 14:26:43";"2019-10-25 14:31:20";"0000-00-00 00:00:00"
"204";"0";"0";"31";"3878440";"-77";"442";"1";"1";"4";"4";"4";"9";"4";"7";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"1";"1";"1";"4";"4";"4";"4";"1";"42";"1";"20000";"5";"7";"-99";"5";"4";"1";"7";"3";"1";"3";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"e138ac54592c53d83258c3be49248c93";"1";"0";"1572019975";"2019-10-25 16:12:55";"2019-10-25 16:20:18";"0000-00-00 00:00:00"
"206";"0";"0";"31";"3878440";"-77";"386";"5";"1";"2";"6";"5";"8";"6";"2";"1";"3";"5";"5";"4";"6";"6";"5";"6";"6";"6";"6";"5";"3";"4";"2";"2";"5";"5";"6";"6";"1";"6";"4";"6";"2";"22";"2";"4000";"5";"1";"-99";"1";"6";"3";"6";"5";"1";"6";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.2 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"7a1e028a71e29b7da9af940bba3850bc";"1";"0";"1572027184";"2019-10-25 18:13:04";"2019-10-25 18:19:30";"0000-00-00 00:00:00"
"207";"0";"0";"31";"3878440";"-77";"559";"4";"1";"6";"6";"6";"11";"2";"5";"2";"6";"6";"6";"6";"6";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"5";"1";"4";"1";"26";"2";"500";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"75b10fd426ecdbdd31b40d08dad98f9b";"1";"0";"1572027640";"2019-10-25 18:20:40";"2019-10-25 18:29:59";"0000-00-00 00:00:00"
"208";"0";"0";"31";"3878440";"-77";"733";"2";"1";"4";"4";"2";"8";"5";"3";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"2";"2";"3";"3";"3";"3";"3";"5";"5";"5";"5";"1";"6";"5";"6";"1";"40";"1";"15000";"5";"5";"-99";"2";"5";"4";"6";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-G960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"android-app://com.google.android.googlequicksearchbox";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878438,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"5d905a6a734f85c9f78f44540f394df1";"1";"0";"1572028039";"2019-10-25 18:27:19";"2019-10-25 18:39:32";"0000-00-00 00:00:00"
"215";"0";"0";"31";"3878440";"-77";"672";"6";"1";"3";"3";"3";"10";"2";"2";"4";"3";"4";"4";"4";"6";"5";"6";"4";"5";"2";"3";"2";"2";"2";"3";"5";"6";"7";"4";"7";"1";"7";"4";"7";"2";"41";"1";"15000";"5";"3";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-A405FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"c649e8d5bf66f65b48ad583aa402c46e";"1";"0";"1572031966";"2019-10-25 19:32:46";"2019-10-25 19:43:58";"0000-00-00 00:00:00"
"223";"0";"0";"31";"3878440";"-77";"582";"4";"1";"4";"7";"4";"11";"1";"6";"2";"7";"7";"7";"7";"7";"2";"2";"4";"1";"4";"1";"1";"1";"1";"2";"6";"1";"1";"1";"1";"1";"7";"1";"7";"2";"24";"1";"6000";"5";"7";"-99";"2";"5";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"d5a7b2db208b1b984d74a73fb172b8da";"1";"0";"1572042038";"2019-10-25 22:20:38";"2019-10-25 22:30:20";"0000-00-00 00:00:00"
"224";"0";"0";"31";"3878440";"-77";"462";"2";"1";"3";"4";"4";"11";"5";"4";"1";"4";"5";"5";"5";"4";"7";"7";"5";"5";"6";"6";"5";"5";"5";"5";"5";"6";"5";"4";"5";"4";"5";"1";"4";"2";"25";"1";"30000";"4";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G960F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"a5eb3aa3cd0b63d363614d36ed252012";"1";"0";"1572073782";"2019-10-26 07:09:42";"2019-10-26 07:17:24";"0000-00-00 00:00:00"
"233";"0";"0";"31";"3878440";"-77";"498";"6";"1";"5";"5";"6";"10";"5";"5";"2";"5";"6";"5";"4";"4";"5";"5";"5";"4";"5";"5";"4";"4";"4";"3";"3";"5";"6";"5";"5";"1";"5";"5";"7";"1";"29";"1";"15000";"5";"7";"-99";"2";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878439,3878439,3878440";"1";"0";"0";"-77";"-77";"392069476cc5cb2c4145eb563d61ce99";"1";"0";"1572095508";"2019-10-26 13:11:48";"2019-10-26 13:20:06";"0000-00-00 00:00:00"
"236";"0";"0";"31";"3878440";"-77";"310";"4";"1";"4";"4";"6";"5";"4";"5";"2";"4";"3";"5";"6";"6";"5";"5";"5";"7";"6";"5";"5";"5";"3";"5";"6";"4";"7";"4";"5";"1";"4";"6";"5";"1";"24";"1";"20000";"5";"7";"-99";"5";"4";"4";"4";"5";"6";"5";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-G950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.116 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/238.0.0.14.120;]";"http://m.facebook.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"50c11952d15de86b06ced21c63d33ff9";"1";"0";"1572099378";"2019-10-26 14:16:18";"2019-10-26 14:21:28";"0000-00-00 00:00:00"
